Semantic Field,Structure,Database ID,Synset,Phrase 1,Phrase 2,Definiton,Jpn ID,Jpn Synset,Phrase 1,Phrase 2,Jpn Definition
Phenomenon,entity:physical entity:process:phenomenon:natural phenomenon:physical phenomenon:atmospheric phenomenon:front,11480887,front,,,(meteorology) the atmospheric phenomenon created at the boundary between two different air masses,11460488-n,前線,,,2つの異なった気団の間の境界で作られる気体の現象
Phenomenon,entity:physical entity:process:phenomenon:natural phenomenon:physical phenomenon:atmospheric phenomenon:storm,11482925,"storm,violent storm",,,a violent weather condition with winds 64-72 knots (11 on the Beaufort scale) and precipitation and thunder and lightning,11462526-n,"暴風,ストオム,嵐,ストウム,狂飆,黒風,ストーム",,,約64から72ノットの風（ビューフォート風力階級では11）、雨、雷、稲妻を伴った激しい天候状態
Phenomenon,entity:physical entity:process:phenomenon:natural phenomenon:physical phenomenon:atmospheric phenomenon:weather,11545095,"weather,weather condition,conditions,atmospheric condition",,,"the atmospheric conditions that comprise the state of the atmosphere in terms of temperature and wind and clouds and precipitation; ""they were hoping for good weather""; ""every day we have weather conditions and yesterday was no exception""; ""the conditions were too rainy for playing in the snow""",11524662-n,"空合,御天気,気象状況,天気,空模様,天色,ウェザー,天象,日和,空合い,天候,気象,お天気,ウエザー,天気模様",,,温度、風、雲、および降水量の観点から、大気状態を形成する大気条件
State,entity:physical entity:process:phenomenon:natural phenomenon:physical phenomenon:atmospheric phenomenon:weather:atmosphere:air mass:low,14544431,"low,depression",,,"an air mass of lower pressure; often brings precipitation; ""a low moved in over night bringing sleet and snow""",14520829-n,低気圧,,,低めの気圧を持つ気団
Phenomenon,entity:physical entity:process:phenomenon:natural phenomenon:physical phenomenon:atmospheric phenomenon:weather:fair weather,11476879,"fair weather,sunshine,temperateness",,,moderate weather; suitable for outdoor activities,11456462-n,"好晴,晴れ,日本晴,天気,上天気,好天,晴天,日本晴れ,日本ばれ",,,穏やかな天候
Phenomenon,entity:physical entity:process:phenomenon:natural phenomenon:physical phenomenon:atmospheric phenomenon:weather:precipitation:rain,11521799,"rain,rainfall",,,water falling in drops from vapor condensed in the atmosphere,11501381-n,"雨,来雨,降雨,雨降り,雨天,雨ふり,雨降",,,大気中で凝縮された水蒸気から成る滴という形での水の落下
Phenomenon,entity:physical entity:process:phenomenon:natural phenomenon:physical phenomenon:atmospheric phenomenon:weather:precipitation:rain:shower,11522915,"shower,rain shower",,,"a brief period of precipitation; ""the game was interrupted by a brief shower""",11502497-n,"にわか雨,肘笠雨,夕立,白雨,とおり雨,急雨,通雨,俄雨,肘雨,夕立ち,俄か雨,通り雨",,,短い時間の降雨
Phenomenon,entity:physical entity:process:phenomenon:natural phenomenon:physical phenomenon:atmospheric phenomenon:weather:precipitation:snow,11528800,"snow,snowfall",,,precipitation falling from clouds in the form of ice crystals,11508382-n,"雪ふり,雪降,降雪,雪,雪降り",,,氷晶という形で雲から落下する降水
Phenomenon,entity:physical entity:process:phenomenon:natural phenomenon:physical phenomenon:atmospheric phenomenon:weather:wind,11546388,"wind,air current,current of air",,,"air moving (sometimes with considerable force) from an area of high pressure to an area of low pressure; ""trees bent under the fierce winds""; ""when there is no wind, row""; ""the radioactivity was being swept upwards by the air current and out into the atmosphere""",11525955-n,"ウィンド,気流,風,ウインド",,,気圧の高い地域から気圧の低い地域へ空気の流れ（時々かなりの力で）
Phenomenon,entity:physical entity:process:phenomenon:natural phenomenon:physical phenomenon:atmospheric phenomenon:weather:wind:breeze,11451868,"breeze,zephyr,gentle wind,air",,,"a slight wind (usually refreshing); ""the breeze was cooled by the lake""; ""as he waited he could feel the air on his neck""",11431754-n,"小風,軽風,微風,そよ風,薫風,軟風,光風",,,（普通さわやかな）軽微な風
Phenomenon,entity:physical entity:process:phenomenon:natural phenomenon:physical phenomenon:atmospheric phenomenon:weather:wind:draft,11542881,"draft,draught",,,a current of air (usually coming into a chimney or room or vehicle),11522448-n,"透間風,隙間風",,,空気の流れ（普通、部屋あるいは乗り物に入ってくる）
Phenomenon,entity:physical entity:process:phenomenon:natural phenomenon:physical phenomenon:cloud:aerosol:fog,11478731,fog,,,droplets of water vapor suspended in the air near the ground,11458314-n,"狭霧,蒸気霧,もや,霞,フォッグ,迷霧,霧,靄,フォグ,煙霧",,,地上近くの大気中に浮遊している水蒸気の水滴
Phenomenon,entity:physical entity:process:phenomenon:natural phenomenon:physical phenomenon:cloud:aerosol:fog:mist,11503106,mist,,,a thin fog with condensation near the ground,11482706-n,"ミスト,もや,霞,霧,靄",,,結露を伴った地表近くの薄い霧
Phenomenon,entity:physical entity:process:phenomenon:natural phenomenon:physical phenomenon:cloud:aerosol:smoke,11528510,"smoke,fume",,,a cloud of fine particles suspended in a gas,11508092-n,"噴煙,雲煙,煙,人烟,噴烟,人煙,スモーク,燻煙,煙霧,烟",,,気体中に浮遊している細かい微粒子の大群
Phenomenon,entity:physical entity:process:phenomenon:natural phenomenon:physical phenomenon:electrical phenomenon:charge,11455142,"charge,electric charge",,,"the quantity of unbalanced electricity in a body (either positive or negative) and construed as an excess or deficiency of electrons; ""the battery needed a fresh charge""",11435028-n,"荷電,電荷",,,物体が帯びた不平衡の電気量（正または負）で、電子の過剰または欠乏と解釈される
Phenomenon,entity:physical entity:process:phenomenon:natural phenomenon:physical phenomenon:electrical phenomenon:current,11463628,"current,electric current",,,"a flow of electricity through a conductor; ""the current was measured in amperes""",11443532-n,#N/A,,,導線を通る電気の流れ
Phenomenon,entity:physical entity:process:phenomenon:natural phenomenon:physical phenomenon:electricity,11470244,electricity,,,a physical phenomenon associated with stationary or moving electrons and protons,11449907-n,"電気,エレキトル,エレキテル,エレキ",,,静止したあるいは動いている電子と陽子に関連した物理的現象
Phenomenon,entity:physical entity:process:phenomenon:natural phenomenon:physical phenomenon:energy:radiation:electromagnetic radiation:actinic radiation:light:beam,11448137,"beam,beam of light,light beam,ray,ray of light,shaft,shaft of light,irradiation",,,a column of light (as from a beacon),11428023-n,"光線,光芒,ビーム,光束",,,光の列（ビーコンから発せられるような）
Phenomenon,entity:physical entity:process:phenomenon:natural phenomenon:physical phenomenon:energy:radiation:electromagnetic radiation:actinic radiation:light:daylight,11464134,daylight,,,light during the daytime,11444038-n,"日光,デーライト,昼光",,,日中の光
Phenomenon,entity:physical entity:process:phenomenon:natural phenomenon:physical phenomenon:energy:radiation:electromagnetic radiation:actinic radiation:light:glow,11483943,glow,,,a steady even light without flames,11463544-n,"輝き,グロー,耀き",,,炎のない安定した均一な光
Phenomenon,entity:physical entity:process:phenomenon:natural phenomenon:physical phenomenon:energy:radiation:electromagnetic radiation:actinic radiation:light:sunlight,11505767,"sunlight,sunshine,sun",,,"the rays of the sun; ""the shingles were weathered by the sun and wind""",11485367-n,"陽射し,陽光,太陽光,陽の目,日光,日影,天日,日射し,日の目,太陽の光,日ざし,日射,サンシャイン,太陽光線,日差,日差し,陽射",,,太陽の光線
Phenomenon,entity:physical entity:process:phenomenon:natural phenomenon:physical phenomenon:force:attraction,11446644,"attraction,attractive force",,,the force by which one object attracts another,11426530-n,引力,,,物体がもう1つの物体を引き付ける力
Phenomenon,entity:physical entity:process:phenomenon:natural phenomenon:physical phenomenon:force:attraction:gravity,11484542,"gravity,gravitation,gravitational attraction,gravitational force",,,"(physics) the force of attraction between all masses in the universe; especially the attraction of the earth's mass for bodies near its surface; ""the more remote the body the less the gravity""; ""the gravitation between two bodies is proportional to the product of their masses and inversely proportional to the square of the distance between them""; ""gravitation cannot be held responsible for people falling in love""--Albert Einstein",11464143-n,"重力,万有引力,引力",,,宇宙のすべての塊の間の引力
Phenomenon,entity:physical entity:process:phenomenon:natural phenomenon:physical phenomenon:force:reaction,11518861,reaction,,,"(mechanics) the equal and opposite force that is produced when any force is applied to a body; ""every action has an equal and opposite reaction""",11498461-n,"リアクション,反作用,反動",,,力が物体に働くときに生じる同等で逆の力
Phenomenon,entity:physical entity:process:phenomenon:natural phenomenon:physical phenomenon:mechanical phenomenon:resistance:friction:grip,11480680,"grip,traction,adhesive friction",,,the friction between a body and the surface on which it moves (as between an automobile tire and the road),11460281-n,#N/A,,,（車のタイヤと道路の間のように）物体が動くときの表面との間の摩擦
